Fiscal Year,city,state,zip,type,industry,workState,wage,occupation
2024,SWANQUARTER,NC,27885.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",NC,$14.00 - $15.99,
2024,SANTA MARIA,CA,93455.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",CA,$18.00 - $19.99,
2024,LEXINGTON,KY,40511.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",OH,$18.00 - $19.99,
2024,OCALA,FL,34482.0,h2a,"71 - Arts, Entertainment, and Recreation",FL,$14.00 - $15.99,
2024,WAYNESVILLE,NC,28786.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",TX,$14.00 - $15.99,
2024,SEVIERVILLE,TN,37862.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",KS,$20.00 and more,
2024,DOOLE,TX,76836.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",TX,$14.00 - $15.99,
2024,DOOLE,TX,76836.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",TX,$14.00 - $15.99,
2024,NAPLES,FL,34120.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",GA,$14.00 - $15.99,
2024,ENSENADA,PR,647.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",PR,$9.99 and under,
2024,CLAYTON,NM,88415.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",NM,$20.00 and more,
2024,WARREN,AR,71671.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AR,$14.00 - $15.99,
2024,SEVIERVILLE,TN,37862.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",ND,$18.00 - $19.99,
2024,WAYNESVILLE,NC,28786.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",ND,$18.00 - $19.99,
2024,NORCROSS,MN,56274.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MN,$18.00 - $19.99,
2024,WAYNESVILLE,NC,28786.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MN,$18.00 - $19.99,
2024,WAYNESVILLE,NC,28786.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MN,$18.00 - $19.99,
2024,LEWISTOWN,MT,59457.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MT,$14.00 - $15.99,
2024,GULLY,MN,56646.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MN,$18.00 - $19.99,
2024,GOFFSTOWN,NH,3045.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MA,$16.00 - $17.99,
2024,CARTHAGE,NC,28327.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MS,$12.00 - $13.99,
2024,LEXINGTON,KY,40511.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",KY,$14.00 - $15.99,
2024,WARREN,AR,71671.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AR,$12.00 - $13.99,
2024,WARREN,AR,71671.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AR,$14.00 - $15.99,
2024,LOVINGSTON,VA,22949.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",LA,$12.00 - $13.99,
2024,CARMINE,TX,78932.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",TX,$14.00 - $15.99,
2024,BELLE ROSE,LA,70341.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",LA,$14.00 - $15.99,
2024,EDWARDSPORT,IN,47528.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",IN,$16.00 - $17.99,
2024,LEXA,AR,72355.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AR,$12.00 - $13.99,
2024,PAUL,ID,83347.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",ID,$16.00 - $17.99,
2024,MAPLE HILL,NC,28454.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",NC,$14.00 - $15.99,
2024,LOVINGSTON,VA,22949.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",OH,$16.00 - $17.99,
2024,GARLAND,NC,28441.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",NC,$14.00 - $15.99,
2024,MOLALLA,OR,97038.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",OR,$16.00 - $17.99,
2024,HOPKINS,SC,29061.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",SC,$12.00 - $13.99,
2024,JOHNSTON,SC,29832.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",SC,$12.00 - $13.99,
2024,JOHNSTON,SC,29832.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",SC,$14.00 - $15.99,
2024,INDIAN TRAIL,NC,28079.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",NC,$14.00 - $15.99,
2024,INDEPENDENCE,LA,70443.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",LA,$12.00 - $13.99,
2024,INDEPENDENCE,LA,70443.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",LA,$14.00 - $15.99,
2024,BREWSTER,KS,67732.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",KS,$18.00 - $19.99,
2024,MELROSE,MT,59743.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MT,$16.00 - $17.99,
2024,GRADY,AR,71644.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AR,$14.00 - $15.99,
2024,BONANZA,OR,97623.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",OR,$20.00 and more,
2024,WAYNESVILLE,NC,28786.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",OR,$20.00 and more,
2024,WAYNESVILLE,NC,28786.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",OR,$20.00 and more,
2024,LACEY,WA,98516.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",WA,$18.00 - $19.99,
2024,OLYMPIA,WA,98516.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",WA,$18.00 - $19.99,
2024,BEAVERTON,OR,97008.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",VA,$14.00 - $15.99,
2024,JACKMAN,ME,4945.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",ME,$16.00 - $17.99,
2024,OAKTOWN,IN,47561.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",IN,$18.00 - $19.99,
2024,SHAFTER,CA,93263.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",CA,$18.00 - $19.99,
2024,FAIRVIEW,OK,73737.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AR,$14.00 - $15.99,
2024,NEWPORT,AR,72112.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AR,$14.00 - $15.99,
2024,MEEKER,CO,81641.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",CO,$16.00 - $17.99,
2024,LAKE PROVIDENCE,LA,71254.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",LA,$14.00 - $15.99,
2024,FAIRVIEW,OK,73737.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",LA,$14.00 - $15.99,
2024,FAIRVIEW,OK,73737.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",LA,$14.00 - $15.99,
2024,WAYNESVILLE,NC,28786.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",IL,$18.00 - $19.99,
2024,LEXINGTON,KY,40511.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",KY,$14.00 - $15.99,
2024,DEL RIO,TX,78840.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",TX,$14.00 - $15.99,
2024,GAINESVILLE,FL,32609.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",FL,$14.00 - $15.99,
2024,EUNICE,LA,70535.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",LA,$12.00 - $13.99,
2024,HAGERMAN,NM,88232.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",NM,$14.00 - $15.99,
2024,HOLLY GROVE,AR,72069.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AR,$14.00 - $15.99,
2024,HOLLY GROVE,AR,72069.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AR,$14.00 - $15.99,
2024,TETON,ID,83451.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",ID,$16.00 - $17.99,
2024,COKEVILLE,WY,83114.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",WY,$10.00 - $11.99,
2024,COKEVILLE,WY,83114.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",WY,$10.00 - $11.99,
2024,MULESHOE,TX,79347.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",TX,$14.00 - $15.99,
2024,BRUCE,MS,38915.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MS,$14.00 - $15.99,
2024,HOLLY GROVE,AR,72069.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AR,$14.00 - $15.99,
2024,SEVIERVILLE,TN,37862.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",ND,$18.00 - $19.99,
2024,SEVIERVILLE,TN,37862.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",ND,$18.00 - $19.99,
2024,GREENWOOD,MS,38930.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MS,$12.00 - $13.99,
2024,CARTHAGE,NC,28327.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",KY,$14.00 - $15.99,
2024,HAYS,KS,67601.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AR,$12.00 - $13.99,
2024,HAYS,KS,67601.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AR,$12.00 - $13.99,
2024,NEWLAND,NC,28657.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",NC,$14.00 - $15.99,
2024,GOFFSTOWN,NH,3045.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MA,$16.00 - $17.99,
2024,STOW,MA,1775.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MA,$16.00 - $17.99,
2024,JONESBORO,AR,72401.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AR,$12.00 - $13.99,
2024,AGUIRRE,PR,704.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",PR,$9.99 and under,
2024,PARC PARQUE,PR,704.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",PR,$9.99 and under,
2024,EARLE,AR,72331.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AR,$12.00 - $13.99,
2024,GREENWOOD,MS,38930.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MS,$14.00 - $15.99,
2024,LACEY,WA,98516.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",WA,$16.00 - $17.99,
2024,OLYMPIA,WA,98516.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",WA,$18.00 - $19.99,
2024,SEVIERVILLE,TN,37862.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",KS,$20.00 and more,
2024,CHASELEY,ND,58423.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",ND,$18.00 - $19.99,
2024,LAKE CITY,AR,72437.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AR,$12.00 - $13.99,
2024,TULSA,OK,74136.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",ND,$16.00 - $17.99,
2024,WILTON,ND,58579.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",ND,$18.00 - $19.99,
2024,TULSA,OK,74136.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",KS,$16.00 - $17.99,
2024,TULSA,OK,74136.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",KS,$16.00 - $17.99,
2024,BOZEMAN,MT,59718.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MT,$16.00 - $17.99,
2024,WAPANUCKA,OK,73461.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",OK,$10.00 - $11.99,
2024,WAPANUCKA,OK,73461.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",OK,$10.00 - $11.99,
2024,COUSHATTA,LA,71019.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",LA,$12.00 - $13.99,
2024,TULSA,OK,74136.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",ND,$18.00 - $19.99,
2024,MONROEVILLE,NJ,8343.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",NJ,$16.00 - $17.99,
2024,VALDOSTA,GA,31604.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",NJ,$16.00 - $17.99,
2024,VALDOSTA,GA,31604.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",NJ,$16.00 - $17.99,
2024,LILLIAN,AL,36549.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AL,$12.00 - $13.99,
2024,RAYNE,LA,70578.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",LA,$12.00 - $13.99,
2024,WALDEN,CO,80480.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",CO,$16.00 - $17.99,
2024,LACEY,WA,98516.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",OR,$18.00 - $19.99,
2024,OLYMPIA,WA,98516.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",OR,$16.00 - $17.99,
2024,OLYMPIA,WA,98516.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",OR,$16.00 - $17.99,
2024,GEORGETOWN,KY,40324.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",KY,$14.00 - $15.99,
2024,TIMBO,AR,72680.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AR,$12.00 - $13.99,
2024,DEXTER,MO,63841.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MO,$16.00 - $17.99,
2024,DEXTER,MO,63841.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MO,$16.00 - $17.99,
2024,DEXTER,MO,63841.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MO,$20.00 and more,
2024,DEXTER,MO,63841.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MO,$20.00 and more,
2024,COLUMBIANA,OH,44408.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",OH,$18.00 - $19.99,
2024,AMHERST,VA,24521.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",NC,$14.00 - $15.99,
2024,GREENWOOD,MS,38930.0,h2a,48-49 - Transportation and Warehousing,MS,$12.00 - $13.99,
2024,PENN YAN,NY,14527.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",NY,$16.00 - $17.99,
2024,KAPLAN,LA,70548.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",LA,$12.00 - $13.99,
2024,MONTICELLO,AR,71655.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AR,$12.00 - $13.99,
2024,MONTICELLO,AR,71655.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AR,$12.00 - $13.99,
2024,MONTICELLO,AR,71655.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AR,$14.00 - $15.99,
2024,RAYVILLE,LA,71269.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",LA,$14.00 - $15.99,
2024,LEXINGTON,KY,40511.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",KY,$14.00 - $15.99,
2024,RIDDLETON,TN,37151.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",TN,$14.00 - $15.99,
2024,WISNER,LA,71378.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",LA,$14.00 - $15.99,
2024,GREENSBORO,AL,36744.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AL,$12.00 - $13.99,
2024,ARLINGTON,OR,97812.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",OR,$12.00 - $13.99,
2024,CARTHAGE,NC,28327.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",IA,$16.00 - $17.99,
2024,WALKERSVILLE,MD,21793.0,h2a,31-33 - Manufacturing,MD,$16.00 - $17.99,
2024,THURMONT,MD,21788.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MD,$16.00 - $17.99,
2024,LOVINGSTON,VA,22949.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",TN,$14.00 - $15.99,
2024,SAN ANTONIO,TX,78260.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",TX,$14.00 - $15.99,
2024,EAGLE,ID,83616.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",ID,$16.00 - $17.99,
2024,WALNUT RIDGE,AR,72476.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AR,$12.00 - $13.99,
2024,WALNUT RIDGE,AR,72476.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AR,$12.00 - $13.99,
2024,FORSYTH,MT,59327.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MT,$16.00 - $17.99,
2024,BIG TIMBER,MT,59011.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MT,$16.00 - $17.99,
2024,VALIER,MT,59486.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MT,$16.00 - $17.99,
2024,MARKSVILLE,LA,71351.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",LA,$14.00 - $15.99,
2024,SCOBEY,MT,59263.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MT,$16.00 - $17.99,
2024,LAREDO,TX,78045.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",TX,$14.00 - $15.99,
2024,VALDOSTA,GA,31604.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MA,$16.00 - $17.99,
2024,GREENWOOD,MS,38930.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",TX,$14.00 - $15.99,
2024,GREENWOOD,MS,38930.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",TX,$14.00 - $15.99,
2024,TULSA,OK,74136.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",ND,$16.00 - $17.99,
2024,TULSA,OK,74136.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",ND,$16.00 - $17.99,
2024,DUMAS,TX,79029.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",TX,$14.00 - $15.99,
2024,FRANKLIN,TN,37067.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",TN,$14.00 - $15.99,
2024,GEORGETOWN,MN,56546.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MN,$18.00 - $19.99,
2024,STEPHENVILLE,TX,76401.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",TX,$12.00 - $13.99,
2024,MONTALBA,TX,75853.0,h2a,42 - Wholesale Trade,TX,$14.00 - $15.99,
2024,MONTGOMERY,AL,36110.0,h2a,42 - Wholesale Trade,AL,$12.00 - $13.99,
2024,LOVINGSTON,VA,22949.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",ND,$16.00 - $17.99,
2024,LOVINGSTON,VA,22949.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",ND,$16.00 - $17.99,
2024,JANE LEW,WV,26378.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",WV,$14.00 - $15.99,
2024,SAC CITY,IA,50583.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",IA,$16.00 - $17.99,
2024,SAC CITY,IA,50583.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",IA,$16.00 - $17.99,
2024,WAYNESVILLE,NC,28786.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AR,$12.00 - $13.99,
2024,WAYNESVILLE,NC,28786.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AR,$12.00 - $13.99,
2024,BENTON,KY,42025.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",KY,$9.99 and under,
2024,SEVIERVILLE,TN,37862.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",CO,$16.00 - $17.99,
2024,LEXINGTON,KY,40511.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",KY,$14.00 - $15.99,
2024,HOLLY GROVE,AR,72069.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AR,$12.00 - $13.99,
2024,UVALDA,GA,30473.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",GA,$12.00 - $13.99,
2024,UVALDA,GA,30473.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",GA,$14.00 - $15.99,
2024,UVALDA,GA,30473.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",GA,$14.00 - $15.99,
2024,SEVIERVILLE,TN,37862.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",IA,$16.00 - $17.99,
2024,SEVIERVILLE,TN,37862.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",IA,$16.00 - $17.99,
2024,PINGREE,ID,83262.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",ID,$14.00 - $15.99,
2024,PINGREE,ID,83262.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",ID,$16.00 - $17.99,
2024,PINGREE,ID,83262.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",ID,$16.00 - $17.99,
2024,VALDOSTA,GA,31605.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",PA,$16.00 - $17.99,
2024,IOWA FALLS,IA,50126.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",IA,$16.00 - $17.99,
2024,IOWA FALLS,IA,50126.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",IA,$20.00 and more,
2024,IOWA FALLS,IA,50126.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",IA,$20.00 and more,
2024,IOWA FALLS,IA,50126.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",IA,$16.00 - $17.99,
2024,IOWA FALLS,IA,50126.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",IA,$16.00 - $17.99,
2024,WAYNESVILLE,NC,28786.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",TX,$14.00 - $15.99,
2024,WAYNESVILLE,NC,28786.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",TX,$14.00 - $15.99,
2024,KNOX CITY,TX,79529.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",TX,$14.00 - $15.99,
2024,WAYNESVILLE,NC,28786.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",TX,$14.00 - $15.99,
2024,LEXINGTON,KY,40511.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",KY,$14.00 - $15.99,
2024,HEBER CITY,UT,84032.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",UT,$16.00 - $17.99,
2024,VICTOR,ID,83455.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",ID,$16.00 - $17.99,
2024,FAIRVIEW,OK,73737.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",ND,$16.00 - $17.99,
2024,REGAN,ND,58477.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",ND,$16.00 - $17.99,
2024,YOAKUM,TX,77995.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",TX,$14.00 - $15.99,
2024,CAREY,ID,83320.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",ID,$14.00 - $15.99,
2024,CAREY,ID,83320.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",ID,$16.00 - $17.99,
2024,TULSA,OK,74136.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MN,$18.00 - $19.99,
2024,DILLON,MT,59725.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MT,$16.00 - $17.99,
2024,PALMETTO,FL,34221.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",FL,$14.00 - $15.99,
2024,CAMBRIDGE,IA,50046.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",IA,$16.00 - $17.99,
2024,SMITHVILLE,TN,37166.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",TN,$14.00 - $15.99,
2024,WAYNESVILLE,NC,28786.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MN,$18.00 - $19.99,
2024,BEAVERTON,OR,97008.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AZ,$14.00 - $15.99,
2024,BEAVERTON,OR,97008.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AZ,$16.00 - $17.99,
2024,BEAVERTON,OR,97008.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AZ,$20.00 and more,
2024,SCOTTSDALE,AZ,85260.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AZ,$20.00 and more,
2024,MC RAE,AR,72102.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",AR,$14.00 - $15.99,
2024,SANTA MARIA,CA,93458.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",CA,$18.00 - $19.99,
2024,PIEDMONT,SC,29673.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",FL,$14.00 - $15.99,
2024,PIEDMONT,SC,29673.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",SC,$14.00 - $15.99,
2024,ST PETERSBURG,FL,33702.0,h2a,48-49 - Transportation and Warehousing,FL,$20.00 and more,
2024,CARTHAGE,NC,28327.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MN,$18.00 - $19.99,
2024,SEVIERVILLE,TN,37862.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",KS,$18.00 - $19.99,
2024,SEVIERVILLE,TN,37862.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",KS,$18.00 - $19.99,
2024,SEVIERVILLE,TN,37862.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",NE,$16.00 - $17.99,
2024,SEVIERVILLE,TN,37862.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",NE,$18.00 - $19.99,
2024,SEVIERVILLE,TN,37862.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",NE,$18.00 - $19.99,
2024,LOVINGSTON,VA,22949.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",WI,$18.00 - $19.99,
2024,MUSCATINE,IA,52761.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",IA,$20.00 and more,
2024,SHELL ROCK,IA,50670.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",IA,$20.00 and more,
2024,JOSHUA,TX,76058.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",TX,$14.00 - $15.99,
2024,EDGEWOOD,WA,98371.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",WA,$16.00 - $17.99,
2024,LOVINGSTON,VA,22949.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",WA,$18.00 - $19.99,
2024,WELSH,LA,70591.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",LA,$14.00 - $15.99,
2024,VALLEY CENTER,CA,92082.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",CA,$18.00 - $19.99,
2024,SALEM,NM,87941.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",NM,$14.00 - $15.99,
2024,ITHACA,MI,48847.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MI,$18.00 - $19.99,
2024,LOVINGSTON,VA,22949.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",MI,$18.00 - $19.99,
2024,ROANOKE,LA,70581.0,h2a,"11 - Agriculture, Forestry, Fishing and Hunting",LA,$12.00 - $13.99,
